policy_id,customer_id,product_id,year,premium,interest_rate,age,income,risk_score,retirement_horizon,product_type,risk_level,avg_return,fee_percent,liquidity
1008,448,1,2017,3988.188011884271,1.0,66,57738.73071945938,5,2,fixed,low,0.03,0.01,low
1009,512,1,2021,26255.913025065598,0.25,52,78674.80585074675,9,24,fixed,low,0.03,0.01,low
1010,85,1,2017,34846.41861876508,1.0,44,23868.24055062222,7,9,fixed,low,0.03,0.01,low
1011,167,1,2016,9736.463776101038,0.5,55,80557.64188041503,7,17,fixed,low,0.03,0.01,low
1012,384,1,2017,35894.41283561698,1.0,65,45205.663649948794,9,19,fixed,low,0.03,0.01,low
1013,468,2,2017,22839.110587363808,1.0,71,62160.0148789394,1,28,variable,high,0.07,0.025,high
1014,72,3,2022,19929.370954491704,3.0,35,40144.696484963584,3,37,indexed,medium,0.05,0.015,medium
1015,810,1,2018,16024.51303454222,2.0,51,95012.21502461872,1,13,fixed,low,0.03,0.01,low
1016,997,2,2017,6154.819805750034,1.0,51,30780.814914352974,4,16,variable,high,0.07,0.025,high
1017,521,3,2024,29877.285159245996,5.25,49,58101.86861458139,5,6,indexed,medium,0.05,0.015,medium
1018,793,1,2019,12243.936385623969,2.5,42,29413.033589732822,4,19,fixed,low,0.03,0.01,low
1019,473,1,2018,12201.933242623996,2.0,44,47854.15630104317,2,20,fixed,low,0.03,0.01,low
1020,993,2,2023,29919.263098869546,5.0,46,43506.002792864165,6,2,variable,high,0.07,0.025,high
1021,258,3,2022,2000.0,3.0,56,85408.3292116244,3,23,indexed,medium,0.05,0.015,medium
1022,275,1,2021,4764.021893318333,0.25,55,48987.6294679574,9,7,fixed,low,0.03,0.01,low
1023,750,3,2022,19818.657564919184,3.0,47,70869.12921908213,9,9,indexed,medium,0.05,0.015,medium
1024,20,2,2019,22932.84429004852,2.5,47,20000.0,1,28,variable,high,0.07,0.025,high
1025,490,1,2018,24847.346479689237,2.0,45,112962.87971506972,4,25,fixed,low,0.03,0.01,low
1026,745,3,2021,16982.01506603747,0.25,57,41043.70489743107,6,1,indexed,medium,0.05,0.015,medium
1027,490,2,2015,45303.69668641689,0.25,45,112962.87971506972,4,25,variable,high,0.07,0.025,high
1028,733,2,2020,17721.07441234166,0.25,25,53262.040240754715,2,21,variable,high,0.07,0.025,high
1029,326,1,2022,17692.138478972778,3.0,67,87565.68187245348,2,24,fixed,low,0.03,0.01,low
1030,529,3,2021,12030.133311861226,0.25,62,66731.7340284456,9,15,indexed,medium,0.05,0.015,medium
1031,892,1,2016,21239.068165210712,0.5,29,48789.09647844054,6,26,fixed,low,0.03,0.01,low
1032,89,1,2021,26149.612320467746,0.25,31,73452.15457565308,1,15,fixed,low,0.03,0.01,low
1033,486,3,2020,32035.7805453346,0.25,49,81955.44041943266,5,1,indexed,medium,0.05,0.015,medium
1034,708,3,2019,5107.157355597819,2.5,64,28327.003496790036,7,39,indexed,medium,0.05,0.015,medium
1035,350,3,2018,17540.046616442993,2.0,33,67987.97498557033,7,2,indexed,medium,0.05,0.015,medium
1036,84,2,2015,24467.03610809144,0.25,41,29935.56131174277,6,34,variable,high,0.07,0.025,high
1037,387,2,2016,25870.575345945355,0.5,35,56565.648668075584,8,37,variable,high,0.07,0.025,high
1038,87,3,2021,20065.48657804539,0.25,70,38858.85664568448,8,35,indexed,medium,0.05,0.015,medium
1039,307,2,2024,25424.23969532102,5.25,63,61218.581876987206,2,8,variable,high,0.07,0.025,high
1040,850,1,2017,11910.361070741996,1.0,37,63324.68263976243,5,31,fixed,low,0.03,0.01,low
1041,154,3,2019,35579.05432318357,2.5,56,93871.01581430712,1,33,indexed,medium,0.05,0.015,medium
1042,440,1,2022,29926.281029794292,3.0,55,51482.768271968045,4,29,fixed,low,0.03,0.01,low
1043,740,3,2022,6550.722129348276,3.0,27,76715.08027715003,5,11,indexed,medium,0.05,0.015,medium
1044,960,1,2020,9248.969518832444,0.25,35,40726.198862963334,1,8,fixed,low,0.03,0.01,low
1045,264,3,2019,9530.78249893094,2.5,56,95168.3571475825,5,20,indexed,medium,0.05,0.015,medium
1046,977,1,2016,26779.699708965283,0.5,44,77925.67920261214,8,11,fixed,low,0.03,0.01,low
1047,735,3,2023,7152.722335825329,5.0,46,51359.12470051731,9,5,indexed,medium,0.05,0.015,medium
1048,421,3,2015,16689.756657919195,0.25,25,37206.16589905585,4,5,indexed,medium,0.05,0.015,medium
1049,493,2,2016,24547.043964167744,0.5,39,76552.03952652092,9,8,variable,high,0.07,0.025,high
1050,633,1,2015,19338.340654535652,0.25,56,29198.28049976591,7,30,fixed,low,0.03,0.01,low
1051,993,2,2018,22588.87515712706,2.0,46,43506.002792864165,6,2,variable,high,0.07,0.025,high
1052,411,1,2018,9341.972886512418,2.0,56,52810.22419592761,7,17,fixed,low,0.03,0.01,low
1053,173,2,2019,25948.543733972445,2.5,62,36645.466247794786,7,27,variable,high,0.07,0.025,high
1054,4,3,2019,13867.881075240035,2.5,45,55256.24523175868,8,39,indexed,medium,0.05,0.015,medium
1055,854,2,2022,16753.803256020587,3.0,51,50667.45224881814,9,19,variable,high,0.07,0.025,high
1056,640,2,2017,22377.317279059862,1.0,67,53698.06533935781,2,4,variable,high,0.07,0.025,high
1057,986,3,2020,21030.78221530848,0.25,37,57477.920613605704,6,30,indexed,medium,0.05,0.015,medium
1058,992,2,2017,20239.80019015593,1.0,69,20000.0,8,26,variable,high,0.07,0.025,high
1059,472,3,2016,12493.731780232443,0.5,74,57415.094840949634,4,23,indexed,medium,0.05,0.015,medium
1060,110,1,2022,17004.50588800808,3.0,44,77421.51457691191,3,16,fixed,low,0.03,0.01,low
1061,867,2,2015,20021.835908370358,0.25,54,52589.99804984691,1,30,variable,high,0.07,0.025,high
1062,37,3,2023,6249.147668329151,5.0,64,61728.508375723824,3,14,indexed,medium,0.05,0.015,medium
1063,992,3,2021,15374.670336866213,0.25,69,20000.0,8,26,indexed,medium,0.05,0.015,medium
1064,583,2,2024,23876.798790328467,5.25,72,75939.9172744455,3,28,variable,high,0.07,0.025,high
1065,801,1,2018,7225.633961546573,2.0,71,51668.847403235945,2,7,fixed,low,0.03,0.01,low
1066,31,2,2017,31565.816515942395,1.0,43,55306.81324906874,4,7,variable,high,0.07,0.025,high
1067,951,3,2020,32696.132625998427,0.25,66,82832.57728658979,1,20,indexed,medium,0.05,0.015,medium
1068,381,1,2023,7548.4942403991445,5.0,61,84255.68778260837,1,29,fixed,low,0.03,0.01,low
1069,268,2,2023,33576.19633050139,5.0,36,60791.21516509124,4,34,variable,high,0.07,0.025,high
1070,11,3,2018,18564.184112878655,2.0,62,83891.26862368257,4,39,indexed,medium,0.05,0.015,medium
1071,344,2,2024,24185.14559157055,5.25,25,85473.48495809388,9,7,variable,high,0.07,0.025,high
1072,840,1,2019,15033.489478717533,2.5,31,64477.476205331855,9,16,fixed,low,0.03,0.01,low
1073,544,1,2023,29230.44827226762,5.0,37,59008.064759505076,2,1,fixed,low,0.03,0.01,low
1074,569,1,2016,24060.94018848667,0.5,46,92840.48430089891,4,24,fixed,low,0.03,0.01,low
1075,166,1,2016,11858.467434023965,0.5,26,60238.56474800314,6,24,fixed,low,0.03,0.01,low
1076,700,1,2019,8347.980000347115,2.5,28,80076.03096664959,9,15,fixed,low,0.03,0.01,low
1077,342,2,2015,5396.975647907773,0.25,33,51932.64653307021,1,12,variable,high,0.07,0.025,high
1078,482,1,2022,21879.417764327565,3.0,26,68063.82421521044,3,23,fixed,low,0.03,0.01,low
1079,19,1,2019,25724.714117797357,2.5,42,74335.97595979,7,38,fixed,low,0.03,0.01,low
1080,628,3,2024,26509.656787794414,5.25,59,64769.61622727862,7,26,indexed,medium,0.05,0.015,medium
1081,980,1,2016,18820.18905392622,0.5,49,89916.89835306494,9,19,fixed,low,0.03,0.01,low
1082,184,3,2023,8430.03544335636,5.0,55,30540.27224516489,3,32,indexed,medium,0.05,0.015,medium
1083,782,3,2016,13179.25201976217,0.5,46,70225.06557079148,2,26,indexed,medium,0.05,0.015,medium
1084,545,3,2021,31523.48638961926,0.25,32,72252.58239374399,2,19,indexed,medium,0.05,0.015,medium
1085,10,2,2022,15153.714353999187,3.0,44,58094.29305709991,2,39,variable,high,0.07,0.025,high
1086,592,2,2020,21434.176306814763,0.25,39,20000.0,9,32,variable,high,0.07,0.025,high
1087,192,3,2021,9243.495164251126,0.25,49,32738.433102046125,3,5,indexed,medium,0.05,0.015,medium
1088,320,2,2015,23365.83045459035,0.25,74,56035.722031156794,3,17,variable,high,0.07,0.025,high
1089,702,1,2018,15423.154383209221,2.0,47,101786.85299703597,7,20,fixed,low,0.03,0.01,low
1090,580,2,2021,30467.127137757638,0.25,41,73287.75068471255,4,37,variable,high,0.07,0.025,high
1091,475,1,2015,27735.577062068136,0.25,47,81527.75079217732,9,34,fixed,low,0.03,0.01,low
1092,860,1,2015,15042.940534251004,0.25,26,67592.04203572508,9,3,fixed,low,0.03,0.01,low
1093,637,2,2020,18733.359726523366,0.25,48,74413.78942388459,7,24,variable,high,0.07,0.025,high
1094,427,2,2018,14488.837599593713,2.0,36,64992.68951577977,8,37,variable,high,0.07,0.025,high
1095,848,3,2017,5805.668034549903,1.0,70,68228.96655177181,3,14,indexed,medium,0.05,0.015,medium
1096,59,2,2019,11425.575704527833,2.5,27,58192.51937763117,7,2,variable,high,0.07,0.025,high
1097,436,2,2023,21982.1732772082,5.0,33,46879.16520382047,5,21,variable,high,0.07,0.025,high
1098,97,2,2024,23252.594982295817,5.25,33,46521.51306540809,2,8,variable,high,0.07,0.025,high
1099,496,1,2024,21485.47903592639,5.25,70,78011.55636386434,9,6,fixed,low,0.03,0.01,low
1100,787,1,2024,16982.669460413643,5.25,36,56343.45378793412,9,6,fixed,low,0.03,0.01,low
1101,661,1,2017,29330.666057209855,1.0,52,74575.18566287559,3,23,fixed,low,0.03,0.01,low
1102,278,3,2019,20635.419045609375,2.5,63,90709.36899869048,3,38,indexed,medium,0.05,0.015,medium
1103,265,3,2024,27032.538280959474,5.25,59,87316.77211112928,7,14,indexed,medium,0.05,0.015,medium
1104,9,3,2019,2262.248677974814,2.5,66,90587.3361669629,1,28,indexed,medium,0.05,0.015,medium
1105,457,1,2023,2000.0,5.0,29,49718.33894572281,7,5,fixed,low,0.03,0.01,low
1106,795,2,2024,22837.880278380802,5.25,50,74029.93736237974,5,29,variable,high,0.07,0.025,high
1107,273,3,2018,5752.343462785106,2.0,49,67836.87375994811,7,7,indexed,medium,0.05,0.015,medium
1108,940,3,2015,17875.48297286944,0.25,74,68403.06587972572,9,7,indexed,medium,0.05,0.015,medium
1109,813,1,2024,16979.029589753944,5.25,32,80013.25410316688,5,2,fixed,low,0.03,0.01,low
1110,8,3,2019,35874.00602415537,2.5,73,67769.32830096582,9,7,indexed,medium,0.05,0.015,medium
1111,208,2,2015,23999.965529436064,0.25,44,78301.894791659,6,33,variable,high,0.07,0.025,high
1112,914,1,2020,21658.59026798673,0.25,45,81123.6827925219,2,17,fixed,low,0.03,0.01,low
1113,637,1,2024,28369.911546336734,5.25,48,74413.78942388459,7,24,fixed,low,0.03,0.01,low
1114,123,2,2024,23684.97586839039,5.25,31,43875.63666381911,7,20,variable,high,0.07,0.025,high
1115,33,2,2021,15423.23007011567,0.25,31,55536.80731638218,8,19,variable,high,0.07,0.025,high
1116,513,2,2015,30714.759302545597,0.25,59,45930.14236693627,6,9,variable,high,0.07,0.025,high
1117,204,3,2024,8902.498721117257,5.25,41,59629.90793540674,7,22,indexed,medium,0.05,0.015,medium
1118,518,2,2018,23232.47187533562,2.0,64,71374.18032071347,5,15,variable,high,0.07,0.025,high
1119,809,1,2023,4524.302058636889,5.0,50,67594.21048469115,5,23,fixed,low,0.03,0.01,low
1120,951,2,2015,22039.43857515995,0.25,66,82832.57728658979,1,20,variable,high,0.07,0.025,high
1121,517,1,2023,21929.896417729295,5.0,27,79214.0428143839,4,38,fixed,low,0.03,0.01,low
1122,443,1,2022,36764.54961914662,3.0,69,35536.06196557713,4,24,fixed,low,0.03,0.01,low
1123,592,3,2019,4350.261065582206,2.5,39,20000.0,9,32,indexed,medium,0.05,0.015,medium
1124,786,2,2020,13991.128241461874,0.25,26,49915.58072155681,8,4,variable,high,0.07,0.025,high
1125,689,3,2021,28226.824265741438,0.25,53,58472.73601358732,2,38,indexed,medium,0.05,0.015,medium
1126,850,2,2018,23353.17256397308,2.0,37,63324.68263976243,5,31,variable,high,0.07,0.025,high
1127,833,2,2020,21803.05051337503,0.25,36,63661.204407457415,3,35,variable,high,0.07,0.025,high
1128,339,2,2021,10438.642970414608,0.25,47,43453.02000719294,6,24,variable,high,0.07,0.025,high
1129,438,2,2020,14091.816519085707,0.25,40,86631.760649754,6,16,variable,high,0.07,0.025,high
1130,445,2,2020,32450.410082232564,0.25,58,25212.247776884098,4,25,variable,high,0.07,0.025,high
1131,136,1,2016,19484.90806246072,0.5,61,68211.23230453888,5,26,fixed,low,0.03,0.01,low
1132,387,1,2019,23753.59696144473,2.5,35,56565.648668075584,8,37,fixed,low,0.03,0.01,low
1133,25,2,2017,18848.11671223521,1.0,47,28157.12944411344,6,19,variable,high,0.07,0.025,high
1134,506,1,2021,8169.144847502348,0.25,71,75506.28421039294,3,11,fixed,low,0.03,0.01,low
1135,325,3,2018,29338.104260749966,2.0,37,42212.960138415845,8,7,indexed,medium,0.05,0.015,medium
1136,695,3,2015,25032.323845324965,0.25,29,47719.827858571894,1,18,indexed,medium,0.05,0.015,medium
1137,680,3,2020,43056.368373671896,0.25,66,23753.30832458556,7,26,indexed,medium,0.05,0.015,medium
1138,979,2,2020,9844.18620349455,0.25,52,58678.90002205045,2,7,variable,high,0.07,0.025,high
1139,338,2,2021,28225.729212004808,0.25,55,76775.24287818461,8,39,variable,high,0.07,0.025,high
1140,690,1,2022,6884.560339629988,3.0,63,53954.07134922621,6,37,fixed,low,0.03,0.01,low
1141,885,1,2017,21573.465676730775,1.0,39,35002.250382834856,2,11,fixed,low,0.03,0.01,low
1142,95,1,2020,29765.065890631646,0.25,47,60811.969523125976,7,22,fixed,low,0.03,0.01,low
1143,545,3,2024,2000.0,5.25,32,72252.58239374399,2,19,indexed,medium,0.05,0.015,medium
1144,623,3,2016,17950.67525758392,0.5,67,33696.64515143618,8,37,indexed,medium,0.05,0.015,medium
1145,146,3,2023,14367.902659573796,5.0,53,78166.72322162188,8,38,indexed,medium,0.05,0.015,medium
1146,893,3,2016,12980.427017048782,0.5,44,39882.92870502072,3,38,indexed,medium,0.05,0.015,medium
1147,953,1,2017,23852.126522593542,1.0,26,59640.71423085688,6,8,fixed,low,0.03,0.01,low
1148,231,2,2024,31206.85706422595,5.25,69,72903.38250745636,7,39,variable,high,0.07,0.025,high
1149,784,2,2016,18667.212847708444,0.5,31,76227.24634809421,7,9,variable,high,0.07,0.025,high
1150,848,3,2023,22054.8642756002,5.0,70,68228.96655177181,3,14,indexed,medium,0.05,0.015,medium
1151,495,2,2015,21143.08753059248,0.25,39,76587.61587178393,2,38,variable,high,0.07,0.025,high
1152,38,2,2019,20018.03506356414,2.5,36,55716.50925728999,2,25,variable,high,0.07,0.025,high
1153,425,2,2015,9106.573622878937,0.25,64,59712.91066871703,4,21,variable,high,0.07,0.025,high
1154,647,3,2019,31084.44601722893,2.5,30,41448.712942750826,4,33,indexed,medium,0.05,0.015,medium
1155,846,1,2022,22951.953681588362,3.0,60,78880.12285322983,3,18,fixed,low,0.03,0.01,low
1156,747,1,2022,23948.814900025776,3.0,73,61417.8130564413,2,36,fixed,low,0.03,0.01,low
1157,437,2,2022,11934.903709744178,3.0,71,89480.93200292203,3,16,variable,high,0.07,0.025,high
1158,831,1,2016,15407.796020107595,0.5,53,40997.28494232986,6,10,fixed,low,0.03,0.01,low
1159,368,1,2022,18238.658022892218,3.0,55,73488.98804807337,2,38,fixed,low,0.03,0.01,low
1160,345,3,2019,4658.753065511484,2.5,68,100236.51992885253,9,11,indexed,medium,0.05,0.015,medium
1161,160,3,2015,3119.656748023219,0.25,55,78678.90332203473,9,26,indexed,medium,0.05,0.015,medium
1162,550,2,2021,13992.520693614322,0.25,55,40484.50985218091,5,21,variable,high,0.07,0.025,high
1163,662,2,2020,25225.2076644239,0.25,56,32050.053521614715,2,7,variable,high,0.07,0.025,high
1164,912,2,2019,13468.626100700592,2.5,55,36730.767362000166,3,32,variable,high,0.07,0.025,high
1165,820,3,2015,9811.948024092864,0.25,67,68255.65505647853,5,31,indexed,medium,0.05,0.015,medium
1166,541,1,2015,11853.143467623298,0.25,36,47646.45022476806,2,11,fixed,low,0.03,0.01,low
1167,144,3,2020,15446.575768546874,0.25,70,61539.079804510904,9,13,indexed,medium,0.05,0.015,medium
1168,588,3,2024,16461.410371798964,5.25,70,60289.80394639582,8,12,indexed,medium,0.05,0.015,medium
1169,657,1,2021,41655.214522065566,0.25,40,29862.533623936662,6,15,fixed,low,0.03,0.01,low
1170,741,1,2024,30546.206284873184,5.25,33,62680.81772466048,5,20,fixed,low,0.03,0.01,low
1171,576,2,2024,30247.74112281728,5.25,41,41000.840915064364,2,1,variable,high,0.07,0.025,high
1172,859,1,2015,31685.803642733816,0.25,60,39117.17955284298,2,3,fixed,low,0.03,0.01,low
1173,345,1,2023,10011.791306659505,5.0,68,100236.51992885253,9,11,fixed,low,0.03,0.01,low
1174,269,1,2018,7776.353850127609,2.0,73,70611.33209075469,2,11,fixed,low,0.03,0.01,low
1175,840,1,2019,8931.297084659433,2.5,31,64477.476205331855,9,16,fixed,low,0.03,0.01,low
1176,696,2,2016,33345.06133337838,0.5,54,78733.20619693585,5,1,variable,high,0.07,0.025,high
1177,773,2,2024,14528.08211117509,5.25,59,62831.015581586864,5,19,variable,high,0.07,0.025,high
1178,268,1,2022,7486.438177607131,3.0,36,60791.21516509124,4,34,fixed,low,0.03,0.01,low
1179,169,1,2016,15690.03799780187,0.5,52,55381.3510024934,3,13,fixed,low,0.03,0.01,low
1180,771,2,2017,17613.944682853726,1.0,49,76724.42157750005,5,10,variable,high,0.07,0.025,high
1181,739,2,2023,22684.13273694562,5.0,66,70149.08676573081,5,17,variable,high,0.07,0.025,high
1182,33,1,2016,22509.51020712043,0.5,31,55536.80731638218,8,19,fixed,low,0.03,0.01,low
1183,377,3,2020,11718.19436126492,0.25,30,60307.29551786619,4,7,indexed,medium,0.05,0.015,medium
1184,214,2,2018,26856.56392513711,2.0,40,76270.96079941101,1,29,variable,high,0.07,0.025,high
1185,562,2,2021,13608.064662498418,0.25,25,58233.62242375436,1,36,variable,high,0.07,0.025,high
1186,440,2,2020,18437.23663294957,0.25,55,51482.768271968045,4,29,variable,high,0.07,0.025,high
1187,492,1,2024,26867.74070503355,5.25,62,117684.64553147292,2,26,fixed,low,0.03,0.01,low
1188,393,1,2023,13581.785960556586,5.0,43,43709.9157847678,4,33,fixed,low,0.03,0.01,low
1189,489,2,2023,14306.485764188625,5.0,46,44061.21479085952,1,24,variable,high,0.07,0.025,high
1190,722,1,2024,25916.68049693131,5.25,28,48440.2922715265,5,13,fixed,low,0.03,0.01,low
1191,946,1,2018,11422.668233949806,2.0,52,79927.01975181568,2,25,fixed,low,0.03,0.01,low
1192,29,2,2015,16152.079763959293,0.25,34,29224.88951449494,8,7,variable,high,0.07,0.025,high
1193,39,1,2016,25557.421780428926,0.5,46,58332.12757742233,1,19,fixed,low,0.03,0.01,low
1194,859,3,2022,40540.924414359746,3.0,60,39117.17955284298,2,3,indexed,medium,0.05,0.015,medium
1195,612,1,2024,26054.045047627467,5.25,74,98423.35241138082,5,18,fixed,low,0.03,0.01,low
1196,173,1,2022,24726.397629900115,3.0,62,36645.466247794786,7,27,fixed,low,0.03,0.01,low
1197,17,2,2016,25308.015836727296,0.5,42,67708.65143482524,5,25,variable,high,0.07,0.025,high
1198,56,2,2018,9268.097259329506,2.0,44,58751.76921728769,6,37,variable,high,0.07,0.025,high
1199,226,3,2015,21155.96738679908,0.25,28,87030.05806912242,6,31,indexed,medium,0.05,0.015,medium
1200,558,1,2021,19702.335116635983,0.25,46,56625.5564360546,8,30,fixed,low,0.03,0.01,low
1201,67,3,2018,23215.845403727562,2.0,73,40275.51027434961,2,29,indexed,medium,0.05,0.015,medium
1202,197,3,2022,21165.08052475871,3.0,41,20000.0,9,39,indexed,medium,0.05,0.015,medium
1203,654,2,2023,23796.996774171126,5.0,64,95193.94384668622,6,1,variable,high,0.07,0.025,high
1204,835,1,2023,16885.328051007986,5.0,54,38727.082465401116,3,11,fixed,low,0.03,0.01,low
1205,23,2,2017,20586.089173717926,1.0,68,62662.13804927926,8,31,variable,high,0.07,0.025,high
1206,999,3,2019,7721.714339430078,2.5,40,82756.11645395742,1,13,indexed,medium,0.05,0.015,medium
1207,606,3,2020,16800.92721997086,0.25,71,78488.20374549988,6,20,indexed,medium,0.05,0.015,medium
1208,754,2,2020,33908.33548176644,0.25,29,42832.892917611534,3,10,variable,high,0.07,0.025,high
1209,237,2,2024,23188.08339628256,5.25,37,79403.936533706,2,15,variable,high,0.07,0.025,high
1210,957,2,2022,19790.78962616923,3.0,68,27386.36438151365,2,23,variable,high,0.07,0.025,high
1211,919,2,2020,38961.23276254347,0.25,26,29299.6247466825,2,2,variable,high,0.07,0.025,high
1212,923,2,2020,6391.650216989208,0.25,48,43535.89805397154,3,3,variable,high,0.07,0.025,high
1213,566,3,2018,8905.444445537802,2.0,45,109789.22162521388,2,31,indexed,medium,0.05,0.015,medium
1214,138,2,2021,37127.11411276273,0.25,32,50158.59858102708,6,39,variable,high,0.07,0.025,high
1215,473,1,2022,20459.60936048934,3.0,44,47854.15630104317,2,20,fixed,low,0.03,0.01,low
1216,845,3,2017,17574.169637102063,1.0,39,51707.685004460545,7,29,indexed,medium,0.05,0.015,medium
1217,784,3,2021,8007.9567490435675,0.25,31,76227.24634809421,7,9,indexed,medium,0.05,0.015,medium
1218,553,1,2017,24476.96266395012,1.0,58,64661.853050295744,6,12,fixed,low,0.03,0.01,low
1219,610,1,2022,25444.598695274624,3.0,30,58543.05665895656,2,9,fixed,low,0.03,0.01,low
1220,695,3,2015,9055.056391651038,0.25,29,47719.827858571894,1,18,indexed,medium,0.05,0.015,medium
1221,640,2,2015,18597.244144495715,0.25,67,53698.06533935781,2,4,variable,high,0.07,0.025,high
1222,229,3,2020,16644.84167966934,0.25,64,20000.0,3,15,indexed,medium,0.05,0.015,medium
1223,317,3,2024,22559.77146418771,5.25,63,76724.45873643059,6,24,indexed,medium,0.05,0.015,medium
1224,598,1,2023,8807.497577793562,5.0,30,64210.935268822956,7,39,fixed,low,0.03,0.01,low
1225,768,3,2018,32519.474545131572,2.0,70,51654.15786375996,9,13,indexed,medium,0.05,0.015,medium
1226,721,2,2020,29158.23781597604,0.25,56,39541.08959533009,5,34,variable,high,0.07,0.025,high
1227,727,1,2019,16368.244412671838,2.5,29,55319.28456086848,1,35,fixed,low,0.03,0.01,low
1228,886,3,2015,17835.812883616287,0.25,44,71277.26337848708,5,13,indexed,medium,0.05,0.015,medium
1229,612,3,2020,18635.77849722384,0.25,74,98423.35241138082,5,18,indexed,medium,0.05,0.015,medium
1230,561,2,2023,12216.914469934967,5.0,71,30364.43389006326,1,14,variable,high,0.07,0.025,high
1231,201,3,2017,15565.705817649643,1.0,39,55331.34402712209,2,3,indexed,medium,0.05,0.015,medium
1232,948,3,2017,17297.29632325391,1.0,25,68174.53869949149,8,19,indexed,medium,0.05,0.015,medium
1233,258,3,2016,36128.68370707128,0.5,56,85408.3292116244,3,23,indexed,medium,0.05,0.015,medium
1234,480,3,2018,29466.183083304368,2.0,25,53020.358978633296,7,24,indexed,medium,0.05,0.015,medium
1235,888,2,2024,29346.547073366237,5.25,56,64030.88003598843,3,4,variable,high,0.07,0.025,high
1236,178,3,2017,23699.256130043905,1.0,59,88145.1795012989,8,20,indexed,medium,0.05,0.015,medium
1237,757,3,2016,8826.729910687654,0.5,54,40016.005889979475,3,30,indexed,medium,0.05,0.015,medium
1238,123,3,2015,19585.08895422621,0.25,31,43875.63666381911,7,20,indexed,medium,0.05,0.015,medium
1239,342,1,2017,29704.8845961338,1.0,33,51932.64653307021,1,12,fixed,low,0.03,0.01,low
1240,171,2,2024,7417.3537063271215,5.25,56,40695.347982430845,5,29,variable,high,0.07,0.025,high
1241,845,1,2020,26365.532068732642,0.25,39,51707.685004460545,7,29,fixed,low,0.03,0.01,low
1242,648,1,2023,43226.09225262766,5.0,38,81385.58915144882,2,19,fixed,low,0.03,0.01,low
1243,59,2,2019,30618.16645989732,2.5,27,58192.51937763117,7,2,variable,high,0.07,0.025,high
1244,705,1,2017,34140.29135561988,1.0,66,59391.193369944674,1,34,fixed,low,0.03,0.01,low
1245,465,1,2019,22183.387504421607,2.5,65,58228.41938360663,5,35,fixed,low,0.03,0.01,low
1246,780,1,2019,29679.319487649896,2.5,45,43978.66019200352,2,10,fixed,low,0.03,0.01,low
1247,260,2,2019,12821.467856459645,2.5,32,78152.36553600414,4,29,variable,high,0.07,0.025,high
1248,373,3,2021,27958.638123412264,0.25,45,52143.95606961626,5,11,indexed,medium,0.05,0.015,medium
1249,973,2,2019,26543.881340607633,2.5,73,65038.50726618165,2,39,variable,high,0.07,0.025,high
1250,95,2,2021,22899.11174037663,0.25,47,60811.969523125976,7,22,variable,high,0.07,0.025,high
1251,125,2,2023,33160.074197184986,5.0,58,40440.39578914951,2,10,variable,high,0.07,0.025,high
1252,41,1,2019,14612.151621526114,2.5,74,73652.7216713741,3,15,fixed,low,0.03,0.01,low
1253,891,3,2016,18129.424835263373,0.5,42,31355.02689560214,6,13,indexed,medium,0.05,0.015,medium
1254,254,2,2019,20954.620413582965,2.5,69,44936.31751192668,6,28,variable,high,0.07,0.025,high
1255,7,2,2022,9703.890289105993,3.0,28,68662.31927746221,4,34,variable,high,0.07,0.025,high
1256,471,3,2018,22269.31943800248,2.0,55,46578.491461869125,3,21,indexed,medium,0.05,0.015,medium
1257,728,3,2016,2810.6958704615317,0.5,56,46477.785294877416,7,31,indexed,medium,0.05,0.015,medium
1258,511,3,2024,30469.545344282094,5.25,45,43173.37676382047,9,18,indexed,medium,0.05,0.015,medium
1259,581,1,2017,20466.373665659656,1.0,62,46413.904612685285,8,17,fixed,low,0.03,0.01,low
1260,69,3,2023,14791.070960962366,5.0,26,76856.62489456862,9,10,indexed,medium,0.05,0.015,medium
1261,81,1,2023,11656.263877048785,5.0,64,47295.45066941598,6,5,fixed,low,0.03,0.01,low
1262,542,2,2022,17654.209703808123,3.0,63,35056.08791413139,6,1,variable,high,0.07,0.025,high
1263,585,1,2022,26882.597107724134,3.0,69,67000.22395870349,8,3,fixed,low,0.03,0.01,low
1264,262,3,2022,25477.389787375607,3.0,30,60911.79407006017,6,22,indexed,medium,0.05,0.015,medium
1265,89,1,2022,12944.62052721539,3.0,31,73452.15457565308,1,15,fixed,low,0.03,0.01,low
1266,915,3,2022,11539.603273723655,3.0,55,82089.89970885267,8,24,indexed,medium,0.05,0.015,medium
1267,208,1,2015,26568.987063196473,0.25,44,78301.894791659,6,33,fixed,low,0.03,0.01,low
1268,213,2,2020,12776.525953849705,0.25,37,42819.449222625815,9,23,variable,high,0.07,0.025,high
1269,834,1,2023,20599.097740795034,5.0,61,34617.99890593841,6,10,fixed,low,0.03,0.01,low
1270,266,2,2022,21237.54642524277,3.0,34,74897.92836894195,6,39,variable,high,0.07,0.025,high
1271,912,3,2017,23120.621317267385,1.0,55,36730.767362000166,3,32,indexed,medium,0.05,0.015,medium
1272,293,2,2015,28582.704301818718,0.25,37,56441.23650016123,1,38,variable,high,0.07,0.025,high
1273,207,3,2016,7370.370631326772,0.5,64,46220.83177083009,7,27,indexed,medium,0.05,0.015,medium
1274,333,3,2016,2000.0,0.5,43,25836.298613668187,5,28,indexed,medium,0.05,0.015,medium
